     -0.6025      1.4610    340.0342    341.2885    341.9882    342.5995    342.8462    343.1498    343.1752    343.3324    343.2729    343.3829    343.2981    343.3957    343.3034    343.3981    343.3036    343.3995    343.3080    343.4049    343.3140    343.4080    343.3128    343.4042    343.3056    343.3935    343.2962    343.3846    343.2831    343.3632    343.2482    343.3056
     -0.3615      1.4610    340.0501    341.3232    342.0368    342.6543    342.8965    343.1979    343.2219    343.3840    343.3280    343.4499    343.3762    343.4901    343.4061    343.5075    343.4108    343.5040    343.4036    343.4929    343.3889    343.4760    343.3767    343.4706    343.3703    343.4568    343.3500    343.4341    343.3242    343.4024    343.2831    343.3370
     -0.1205      1.4610    340.0864    341.4000    342.1548    342.8090    343.0856    343.4131    343.4596    343.6392    343.5973    343.7231    343.6466    343.7518    343.6646    343.7638    343.6701    343.7592    343.6547    343.7372    343.6315    343.7169    343.6124    343.6943    343.5831    343.6584    343.5438    343.6168    343.4946    343.5485    343.3999    343.4136
      0.1205      1.4610    340.0827    341.4015    342.1578    342.8172    343.0960    343.4310    343.4799    343.6636    343.6187    343.7467    343.6702    343.7823    343.6949    343.7947    343.6919    343.7769    343.6640    343.7456    343.6352    343.7201    343.6105    343.6922    343.5783    343.6577    343.5464    343.6256    343.5011    343.5589    343.4055    343.4209
      0.3615      1.4610    340.0470    341.3123    342.0168    342.6290    342.8794    343.1865    343.2168    343.3808    343.3244    343.4406    343.3600    343.4643    343.3778    343.4781    343.3882    343.4860    343.3949    343.4912    343.3980    343.4924    343.3965    343.4872    343.3850    343.4671    343.3600    343.4407    343.3319    343.4096    343.2914    343.3427
      0.6025      1.4610    340.0360    341.2888    341.9868    342.5964    342.8459    343.1551    343.1858    343.3499    343.2937    343.4090    343.3281    343.4319    343.3476    343.4497    343.3615    343.4580    343.3631    343.4553    343.3598    343.4523    343.3574    343.4479    343.3497    343.4377    343.3375    343.4250    343.3192    343.3985    343.2846    343.3410
     -0.9640      1.2523    340.0301    341.2798    341.9727    342.5810    342.8332    343.1428    343.1712    343.3323    343.2749    343.3908    343.3115    343.4146    343.3272    343.4254    343.3341    343.4289    343.3330    343.4227    343.3212    343.4055    343.3022    343.3890    343.2930    343.3877    343.2908    343.3780    343.2726    343.3552    343.2476    343.3078
     -0.7230      1.2523    340.0911    341.4207    342.1924    342.8688    343.1591    343.5043    343.5523    343.7323    343.6746    343.7928    343.7075    343.8149    343.7238    343.8244    343.7226    343.8156    343.7116    343.8036    343.6981    343.7859    343.6776    343.7635    343.6483    343.7213    343.5923    343.6553    343.5172    343.5695    343.4168    343.4345
     -0.4820      1.2523    340.1186    341.4693    342.2366    342.9389    343.2509    343.6101    343.6728    343.8612    343.8127    343.9306    343.8402    343.9360    343.8373    343.9314    343.8343    343.9275    343.8231    343.9059    343.7914    343.8681    343.7497    343.8214    343.6975    343.7661    343.6435    343.7125    343.5805    343.6293    343.4660    343.4667
     -0.2410      1.2523    340.1206    341.4799    342.2689    342.9519    343.2455    343.5924    343.6391    343.8174    343.7596    343.8789    343.7935    343.9007    343.8069    343.9069    343.8083    343.9083    343.8161    343.9206    343.8244    343.9163    343.8053    343.8876    343.7682    343.8378    343.7040    343.7616    343.6151    343.6575    343.4879    343.4893
      0.0000      1.2523    340.1116    341.4517    342.2218    342.8981    343.1958    343.5482    343.6011    343.7801    343.7219    343.8370    343.7488    343.8536    343.7615    343.8664    343.7731    343.8784    343.7861    343.8872    343.7830    343.8657    343.7459    343.8231    343.7092    343.7927    343.6802    343.7547    343.6188    343.6651    343.4955    343.4889
      0.2410      1.2523    340.1285    341.4897    342.2605    342.9601    343.2621    343.6072    343.6541    343.8313    343.7777    343.8993    343.8168    343.9200    343.8245    343.9188    343.8173    343.9126    343.8174    343.9210    343.8281    343.9210    343.8102    343.8833    343.7558    343.8170    343.6807    343.7372    343.5954    343.6395    343.4731    343.4706
      0.4820      1.2523    340.1142    341.4677    342.2460    342.9249    343.2133    343.5648    343.6238    343.8242    343.7857    343.9230    343.8440    343.9551    343.8578    343.9546    343.8455    343.9332    343.8166    343.8974    343.7737    343.8512    343.7329    343.8181    343.7034    343.7846    343.6625    343.7375    343.6015    343.6533    343.4862    343.4862
      0.7230      1.2523    340.0962    341.4179    342.1837    342.8601    343.1635    343.5158    343.5702    343.7443    343.6839    343.7934    343.7042    343.8058    343.7145    343.8139    343.7183    343.8141    343.7178    343.8116    343.7087    343.7929    343.6829    343.7624    343.6492    343.7237    343.6021    343.6645    343.5242    343.5683    343.4099    343.4233
      0.9640      1.2523    340.0363    341.2878    341.9846    342.5976    342.8604    343.1826    343.2272    343.3933    343.3350    343.4411    343.3527    343.4488    343.3587    343.4546    343.3630    343.4546    343.3598    343.4500    343.3538    343.4427    343.3450    343.4331    343.3348    343.4215    343.3217    343.4075    343.3060    343.3875    343.2765    343.3357
     -1.0845      1.0436    340.0501    341.3203    342.0283    342.6464    342.9005    343.2127    343.2456    343.4122    343.3547    343.4694    343.3863    343.4892    343.4008    343.4998    343.4058    343.5005    343.4033    343.4950    343.3951    343.4837    343.3831    343.4723    343.3718    343.4591    343.3541    343.4379    343.3296    343.4079    343.2877    343.3393
     -0.8435      1.0436    340.1181    341.4667    342.2447    342.9191    343.2085    343.5522    343.6041    343.7935    343.7536    343.8901    343.8186    343.9301    343.8336    343.9228    343.8105    343.8954    343.7882    343.8789    343.7738    343.8617    343.7518    343.8359    343.7197    343.7952    343.6733    343.7438    343.6127    343.6647    343.4991    343.4977
     -0.6025      1.0436    340.1255    341.4787    342.2500    342.9210    343.2091    343.5553    343.6015    343.7781    343.7183    343.8392    343.7562    343.8669    343.7742    343.8765    343.7785    343.8797    343.7847    343.8832    343.7768    343.8604    343.7424    343.8240    343.7069    343.7861    343.6626    343.7345    343.6044    343.6636    343.5039    343.5031
     -0.3615      1.0436    340.0951    341.4106    342.1432    342.7825    343.0396    343.3722    343.4159    343.6015    343.5501    343.6819    343.6077    343.7322    343.6514    343.7627    343.6611    343.7552    343.6464    343.7385    343.6243    343.7065    343.5901    343.6817    343.5787    343.6760    343.5697    343.6606    343.5361    343.6019    343.4540    343.4744
     -0.1205      1.0436    340.1198    341.4642    342.2218    342.8733    343.1342    343.4561    343.4898    343.6661    343.6145    343.7428    343.6624    343.7736    343.6808    343.7812    343.6811    343.7803    343.6822    343.7820    343.6812    343.7757    343.6709    343.7592    343.6425    343.7209    343.6050    343.6893    343.5688    343.6339    343.4773    343.4809
      0.1205      1.0436    340.1114    341.4425    342.1883    342.8365    343.1029    343.4434    343.4947    343.6860    343.6353    343.7623    343.6776    343.7883    343.6967    343.7991    343.6943    343.7851    343.6747    343.7666    343.6568    343.7468    343.6372    343.7327    343.6296    343.7226    343.6082    343.6897    343.5606    343.6227    343.4722    343.4875
      0.3615      1.0436    340.1057    341.4274    342.1690    342.8077    343.0617    343.3821    343.4200    343.6021    343.5559    343.6899    343.6167    343.7342    343.6503    343.7563    343.6610    343.7568    343.6531    343.7419    343.6304    343.7139    343.6025    343.6910    343.5815    343.6688    343.5635    343.6573    343.5481    343.6204    343.4741    343.4858
      0.6025      1.0436    340.1254    341.4732    342.2373    342.8967    343.1843    343.5284    343.5863    343.7713    343.7259    343.8496    343.7704    343.8789    343.7923    343.8953    343.7979    343.8885    343.7823    343.8712    343.7683    343.8569    343.7497    343.8312    343.7173    343.7892    343.6635    343.7270    343.5971    343.6522    343.4938    343.4956
      0.8435      1.0436    340.1128    341.4704    342.2350    342.9353    343.2236    343.5671    343.6102    343.7966    343.7456    343.8764    343.7931    343.9066    343.8145    343.9234    343.8266    343.9271    343.8175    343.9049    343.7869    343.8721    343.7584    343.8462    343.7261    343.8044    343.6786    343.7556    343.6188    343.6658    343.4911    343.4875
      1.0845      1.0436    340.0419    341.3102    342.0229    342.6488    342.9050    343.2251    343.2636    343.4388    343.3891    343.5105    343.4300    343.5366    343.4449    343.5425    343.4428    343.5348    343.4351    343.5296    343.4309    343.5245    343.4248    343.5171    343.4147    343.5001    343.3926    343.4772    343.3680    343.4477    343.3275    343.3794
     -1.2050      0.8348    340.0830    341.3954    342.1495    342.8026    343.0836    343.4128    343.4601    343.6384    343.5969    343.7284    343.6632    343.7778    343.6950    343.7897    343.6880    343.7717    343.6651    343.7470    343.6359    343.7101    343.5960    343.6725    343.5646    343.6451    343.5373    343.6148    343.4961    343.5525    343.4056    343.4254
     -0.9640      0.8348    340.1183    341.4730    342.2410    342.9429    343.2454    343.5974    343.6523    343.8366    343.7849    343.9089    343.8255    343.9329    343.8402    343.9396    343.8392    343.9324    343.8281    343.9193    343.8102    343.8948    343.7821    343.8659    343.7524    343.8282    343.7029    343.7671    343.6275    343.6704    343.4998    343.4929
     -0.7230      0.8348    340.0981    341.4181    342.1662    342.8220    343.0949    343.4324    343.4753    343.6503    343.5853    343.7033    343.6194    343.7376    343.6526    343.7583    343.6586    343.7570    343.6567    343.7496    343.6345    343.7131    343.5979    343.6903    343.5828    343.6706    343.5584    343.6440    343.5187    343.5817    343.4325    343.4532
     -0.4820      0.8348    340.1171    341.4598    342.2208    342.8754    343.1400    343.4659    343.5103    343.7002    343.6674    343.8101    343.7385    343.8491    343.7526    343.8483    343.7432    343.8364    343.7335    343.8312    343.7289    343.8174    343.7062    343.7871    343.6726    343.7505    343.6317    343.7122    343.5915    343.6552    343.5013    343.5066
     -0.2410      0.8348    340.1226    341.4787    342.2602    342.9313    343.2101    343.5429    343.5859    343.7633    343.7091    343.8353    343.7573    343.8734    343.7886    343.8936    343.7988    343.9012    343.8064    343.9035    343.7934    343.8727    343.7581    343.8462    343.7390    343.8235    343.7071    343.7806    343.6419    343.6839    343.5119    343.5027
      0.0000      0.8348    340.1215    341.4759    342.2506    342.9168    343.1902    343.5271    343.5698    343.7447    343.6801    343.7963    343.7110    343.8241    343.7379    343.8448    343.7491    343.8554    343.7646    343.8719    343.7697    343.8575    343.7455    343.8337    343.7212    343.7969    343.6704    343.7425    343.6071    343.6571    343.4894    343.4892
      0.2410      0.8348    340.1197    341.4670    342.2473    342.9307    343.2247    343.5753    343.6293    343.8157    343.7611    343.8802    343.7897    343.8921    343.7933    343.8887    343.7839    343.8819    343.7858    343.8897    343.7933    343.8895    343.7858    343.8722    343.7488    343.8151    343.6843    343.7566    343.6216    343.6722    343.5067    343.5066
      0.4820      0.8348    340.1216    341.4689    342.2224    342.8784    343.1477    343.4949    343.5438    343.7283    343.6698    343.7979    343.7177    343.8390    343.7487    343.8520    343.7419    343.8353    343.7300    343.8319    343.7248    343.8166    343.7046    343.8007    343.6911    343.7769    343.6551    343.7368    343.6037    343.6607    343.4952    343.4944
      0.7230      0.8348    340.1081    341.4376    342.1808    342.8258    343.0870    343.4118    343.4448    343.6220    343.5696    343.7031    343.6333    343.7581    343.6776    343.7864    343.6852    343.7771    343.6651    343.7497    343.6336    343.7175    343.6063    343.6985    343.5915    343.6806    343.5666    343.6471    343.5189    343.5878    343.4467    343.4714
