    1 0.527407
    2 0.527523
    3  0.52747
    4 0.527479
    5 0.527386
    6 0.527685
    7 0.527836
    8 0.528086
    9 0.528024
   10 0.528146
   11 0.528066
   12 0.528102
   13 0.527691
   14 0.527365
   15 0.526931
   16 0.526989
   17 0.527097
   18 0.527494
   19 0.527644
   20 0.527948
   21 0.528013
   22 0.528214
   23 0.528127
   24 0.528256
   25  0.52821
   26 0.528251
   27 0.528038
   28 0.528207
   29 0.528154
   30 0.528228
   31  0.52808
