 -6.025000e-01  1.460985e+00  3.521887e+00  1.426464e-05
 -3.615000e-01  1.460985e+00  2.953499e+00  1.973574e-05
 -1.205000e-01  1.460985e+00  1.313131e+00  2.311216e-05
  1.205000e-01  1.460985e+00  1.345045e+00  4.573365e-05
  3.615000e-01  1.460985e+00  4.033161e+00  2.480364e-05
  6.025000e-01  1.460985e+00  6.675976e-01  2.553890e-05
 -9.640000e-01  1.252273e+00  1.676366e+00  3.184159e-05
 -7.230000e-01  1.252273e+00  2.293860e+00  2.932942e-05
 -4.820000e-01  1.252273e+00  2.658218e+00  3.836020e-05
 -2.410000e-01  1.252273e+00  2.639878e+00  4.248733e-05
  0.000000e+00  1.252273e+00  3.508220e-01  4.128704e-05
  2.410000e-01  1.252273e+00  5.177682e+00  2.030213e-05
  4.820000e-01  1.252273e+00  2.757404e+00  2.059623e-05
  7.230000e-01  1.252273e+00  1.853846e+00  3.546529e-05
  9.640000e-01  1.252273e+00  3.875561e+00  3.854294e-05
 -1.084500e+00  1.043561e+00  1.008683e+00  3.221836e-05
 -8.435000e-01  1.043561e+00  1.767290e+00  2.445740e-05
 -6.025000e-01  1.043561e+00  2.560782e+00  1.936105e-05
 -3.615000e-01  1.043561e+00  2.866289e+00  3.725777e-05
 -1.205000e-01  1.043561e+00  5.714552e+00  3.094865e-05
  1.205000e-01  1.043561e+00  6.053124e+00  3.842417e-05
  3.615000e-01  1.043561e+00  2.722531e+00  4.416412e-05
  6.025000e-01  1.043561e+00  2.864083e+00  1.795389e-05
  8.435000e-01  1.043561e+00  2.189782e+00  3.017840e-05
  1.084500e+00  1.043561e+00  1.012391e+00  2.327171e-05
 -1.205000e+00  8.348485e-01  6.159746e+00  4.087972e-05
 -9.640000e-01  8.348485e-01  5.776607e+00  1.747635e-05
 -7.230000e-01  8.348485e-01  2.275468e+00  1.550897e-05
 -4.820000e-01  8.348485e-01  2.756338e+00  2.550435e-05
 -2.410000e-01  8.348485e-01  2.529331e+00  2.474737e-05
  0.000000e+00  8.348485e-01  7.209295e-01  4.892197e-05
  2.410000e-01  8.348485e-01  2.005351e+00  8.230651e-05
  4.820000e-01  8.348485e-01  1.395905e+00  4.987154e-05
  7.230000e-01  8.348485e-01  3.196133e+00  3.121681e-05
  9.640000e-01  8.348485e-01  4.997908e+00  1.685058e-05
  1.205000e+00  8.348485e-01  5.225850e+00  4.034731e-05
 -1.325500e+00  6.261364e-01  5.685756e+00  4.023439e-05
 -1.084500e+00  6.261364e-01  5.811881e+00  2.946290e-05
 -8.435000e-01  6.261364e-01  2.445510e+00  5.610708e-05
 -6.025000e-01  6.261364e-01  1.494807e+00  4.559395e-05
 -3.615000e-01  6.261364e-01  2.591506e+00  5.766214e-05
 -1.205000e-01  6.261364e-01  1.015486e+00  4.522281e-05
  1.205000e-01  6.261364e-01  2.341073e+00  4.437444e-05
  3.615000e-01  6.261364e-01  1.872411e+00  4.527517e-05
  6.025000e-01  6.261364e-01  1.122020e+00  8.018376e-05
  8.435000e-01  6.261364e-01  7.179792e-01  3.193242e-05
  1.084500e+00  6.261364e-01  5.573320e+00  6.099887e-05
  1.325500e+00  6.261364e-01  3.923479e+00  3.402866e-05
 -1.446000e+00  4.174242e-01  6.275216e+00  3.022169e-05
 -1.205000e+00  4.174242e-01  5.877679e+00  2.174762e-05
 -9.640000e-01  4.174242e-01  2.552999e+00  6.602306e-05
 -7.230000e-01  4.174242e-01  2.063602e+00  4.667449e-05
 -4.820000e-01  4.174242e-01  1.300413e+00  2.448554e-05
 -2.410000e-01  4.174242e-01  4.343529e+00  3.487895e-05
  0.000000e+00  4.174242e-01  5.161424e+00  2.460273e-05
  2.410000e-01  4.174242e-01  2.869956e+00  6.356377e-05
  4.820000e-01  4.174242e-01  6.246162e+00  1.350579e-05
  7.230000e-01  4.174242e-01  3.583945e-01  1.643936e-05
  9.640000e-01  4.174242e-01  1.256122e-01  9.319135e-05
  1.205000e+00  4.174242e-01  5.511365e+00  3.652622e-05
  1.446000e+00  4.174242e-01  4.218021e+00  5.265842e-05
 -1.566500e+00  2.087121e-01  3.704480e-01  4.669126e-05
 -1.325500e+00  2.087121e-01  4.838914e-01  5.583836e-05
 -1.084500e+00  2.087121e-01  2.595095e+00  5.121776e-05
 -8.435000e-01  2.087121e-01  2.802531e+00  5.799507e-05
 -6.025000e-01  2.087121e-01  6.265140e+00  3.623514e-05
 -3.615000e-01  2.087121e-01  5.548706e+00  3.264522e-05
 -1.205000e-01  2.087121e-01  2.917158e+00  1.668247e-05
  1.205000e-01  2.087121e-01  3.638315e+00  3.649349e-05
  3.615000e-01  2.087121e-01  4.238066e+00  5.554643e-05
  6.025000e-01  2.087121e-01  5.517279e+00  4.509539e-05
  8.435000e-01  2.087121e-01  5.570851e+00  6.273228e-05
  1.084500e+00  2.087121e-01  6.006658e+00  8.741836e-05
  1.325500e+00  2.087121e-01  4.477830e+00  1.982651e-05
  1.566500e+00  2.087121e-01  3.768042e+00  2.387659e-05
 -1.446000e+00  0.000000e+00  1.211211e-01  4.280413e-05
 -1.205000e+00  0.000000e+00  4.471392e-01  2.068333e-05
 -9.640000e-01  0.000000e+00  3.889875e+00  5.935184e-05
 -7.230000e-01  0.000000e+00  4.729987e+00  4.985623e-05
 -4.820000e-01  0.000000e+00  5.558159e+00  3.407198e-05
 -2.410000e-01  0.000000e+00  2.484039e+00  3.925431e-05
  0.000000e+00  0.000000e+00  6.809815e-02  3.071393e-05
  2.410000e-01  0.000000e+00  4.418722e+00  4.902130e-05
  4.820000e-01  0.000000e+00  3.470031e+00  3.043562e-05
  7.230000e-01  0.000000e+00  6.982481e-01  3.402558e-05
  9.640000e-01  0.000000e+00  8.170798e-02  7.900514e-05
  1.205000e+00  0.000000e+00  7.574186e-01  3.559163e-05
  1.446000e+00  0.000000e+00  2.001164e+00  5.827568e-05
 -1.566500e+00 -2.087121e-01  4.784726e+00  2.484854e-05
 -1.325500e+00 -2.087121e-01  5.662333e+00  4.392356e-05
 -1.084500e+00 -2.087121e-01  5.679592e+00  1.499173e-05
 -8.435000e-01 -2.087121e-01  3.735235e+00  3.783675e-05
 -6.025000e-01 -2.087121e-01  4.869333e+00  2.016542e-05
 -3.615000e-01 -2.087121e-01  3.703182e+00  2.357243e-05
 -1.205000e-01 -2.087121e-01  4.834022e+00  5.004050e-05
  1.205000e-01 -2.087121e-01  5.488741e+00  3.798044e-05
  3.615000e-01 -2.087121e-01  2.831824e+00  8.690760e-05
  6.025000e-01 -2.087121e-01  6.893101e-01  1.339784e-05
  8.435000e-01 -2.087121e-01  6.270943e+00  6.183757e-05
  1.084500e+00 -2.087121e-01  6.009031e-01  4.901428e-05
  1.325500e+00 -2.087121e-01  2.133493e+00  2.875827e-05
  1.566500e+00 -2.087121e-01  3.198271e+00  4.764403e-05
 -1.446000e+00 -4.174242e-01  4.557345e+00  2.322714e-05
 -1.205000e+00 -4.174242e-01  2.049189e+00  3.632393e-05
 -9.640000e-01 -4.174242e-01  1.677888e+00  7.260722e-05
 -7.230000e-01 -4.174242e-01  9.964857e-01  2.476005e-05
 -4.820000e-01 -4.174242e-01  5.213512e+00  2.907386e-05
 -2.410000e-01 -4.174242e-01  3.174138e+00  2.630366e-05
